代码,细分行业,财报年度,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数
002380,电气设备,2019Q3,20191021,20100331,2.4,0,0,25.33,21.67,0.16,13.82,18.95,4.24,0.7,3.28,1.57,4.67,13.91,4.83,2.79,1.01,0.06,1.01,0.87,0.85,0.7,4.66,0.38,0.63,18747,5906,8.06,16.7,22.49,1.51,86.4,6.78,1.36,0.356,9.03,0,5.8,1.94,0.16,85.56,3.94,42.3,20.88,17.66,0.44,1037
603078,化工原料,2019Q3,20191021,20170410,1.09,0,0,11.73,7.9,-0.01,32.75,5.01,1.97,0.83,2.76,0.32,1.75,3.25,3.64,2.5,0.36,0,0.36,0.32,0.33,0.31,3.23,0.18,-0.18,14293,3361,13.43,11.74,28.31,5.52,237.25,11.99,0.27,0.302,7.23,0,2.98,2.96,0.17,67.34,4.17,31.22,9.9,9.06,0.18,326
300036,软件服务,2019Q3,20191021,20091225,4.5,0,0,26.57,20.36,-0.05,23.54,14.35,1.55,1.02,6.14,0.17,8.28,8.34,10.53,4.55,1.29,0.07,1.37,1.25,1.29,1.1,7.07,-4.27,-5.4,31330,11278,28.05,21.15,15.04,5.49,-26.16,10.61,0.28,0.286,4.53,0,1.86,1.57,-0.95,76.63,6.31,56.84,12.28,12.2,1.5,3555
600866,食品,2019Q3,20191022,19940818,7.39,0,0,19.89,14.93,0,24.95,7.26,7.58,1.52,3.6,2.62,1.48,10.82,8.45,5.5,1.31,0.01,1.28,1.22,1.22,1.17,-5.01,1.8,1.3,38823,10883,5.88,281.36,31.42,2.67,22.2,4.72,0,0.165,2.02,0,1.46,-0.68,0.24,75.05,8.17,34.85,15.5,14.43,0.36,2105
300551,专用机械,2019Q3,20191022,20161018,1.13,0,0,8.44,5.5,0,34.86,7.05,0.83,0.1,2.46,2.12,1.97,2.14,2.26,1.19,0.1,0.01,0.14,0.14,0.14,0.09,2.19,-0.74,-0.1,10343,6307,17.8,267.44,103.13,5.78,-43.1,14.08,0.07,0.123,4.88,0,1.9,1.94,-0.66,65.14,2.53,47.1,4.54,6.15,0.31,707
002381,橡胶,2019Q3,20191022,20100402,4.12,0,0,22.07,17.15,-0.05,22.54,16.09,3.03,0.25,4.97,2.42,3.92,5.69,11.08,7.6,2.25,0.05,2.26,1.85,1.87,1.77,6.25,2.59,0.13,31122,6608,5.7,55.36,8.71,2.07,13.72,3.2,4.6,0.454,4.17,0,1.38,1.52,0.63,77.71,10.9,31.43,20.3,16.87,0.38,1152
002021,纺织机械,2019Q3,20191022,20040715,6.88,0,0,11.1,6.52,0,41.3,6.43,2.29,0.37,4.17,2.19,1.58,5,5.64,4.7,-0.47,0,-0.46,-0.47,-0.47,-0.54,-5.75,0.25,-0.19,29232,13464,2.99,-302.67,-37.38,2.34,60.65,2.71,0,-0.069,0.95,0,0.73,-0.84,0.04,58.7,-7.27,16.77,-8.41,-8.4,0.26,1638
603979,建筑工程,2019Q3,20191022,20150630,5.83,0,0,67.95,42.09,0.89,36.74,46.43,13.55,4.22,19.05,8.63,23.54,15.94,23.97,17.7,3.07,0,3.02,2.31,2.33,2.36,18.59,0.38,-3.2,28613,9587,8.6,3.79,8.02,1.24,137.03,2.18,0.82,0.399,7.21,0,2.73,3.19,0.07,61.95,5.53,26.17,12.8,9.71,0.42,5300
002688,化学制药,2019Q3,20191022,20120713,6.35,0,0,33.47,16.68,1,47.15,12.44,8.17,7.03,11.58,3.92,2.77,4.45,12.49,7.61,1.78,0,1.78,1.43,1.43,1.36,4.79,2.29,-0.78,35282,8725,6.44,11.14,12.39,2.81,20.46,3.75,3.32,0.226,2.63,0,0.7,0.75,0.36,49.85,8.59,39.09,14.24,11.47,0.44,2168
600982,供气供热,2019Q3,20191022,20040706,10.87,0,0,63.15,33.1,3.85,41.49,27.07,19.29,1.77,16.49,0.46,1.8,13.94,25.77,22.45,1.71,0.63,1.77,1.32,1.1,0.46,7.52,5.45,-3.58,40108,12911,3.8,-36.2,35.63,0.97,5.86,1.24,1.51,0.101,3.05,0,1.28,0.69,0.5,52.41,3.33,12.85,6.65,4.28,0,402
600017,港口,2019Q3,20191022,20061017,30.76,0,0,223.35,116.99,18.83,39.19,27.7,101.12,34.65,50.27,1.09,7.49,29.74,38.47,28.15,7.86,0.65,7.82,5.96,5.35,4.65,49.9,9.36,-0.27,141213,10910,3.04,-0.68,0.09,0.73,9.16,2.23,0.7,0.174,3.8,0,0.97,1.62,0.3,52.38,4.57,26.82,20.43,13.91,0,5114
603031,百货,2019Q3,20191022,20160822,1.12,0,0,18.46,6.14,0,66.71,6.35,7.97,1.05,12.22,3.23,0.17,2.13,14.27,11.51,0.14,0.01,0.15,0.11,0.11,0.09,2.82,1.14,0.24,8705,5291,16.7,22.03,3.88,5.75,30.95,2.48,0,0.098,5.49,0,1.9,2.51,1.02,33.29,1.79,19.31,1.01,0.77,0,3146
002186,酒店餐饮,2019Q3,20191022,20071120,3.08,0,0,20.2,15,0.78,21.87,12.39,5.25,1.01,4.31,0.85,0.71,5.4,11.91,4.89,0.79,0.33,0.79,0.51,0.53,0.39,4.96,0.85,-3.43,23336,7463,7.49,-59.09,-12.62,2.06,36.58,2.6,1.75,0.171,4.86,0,1.75,1.61,0.27,74.26,3.51,58.92,6.63,4.42,0.01,4817
600051,综合类,2019Q3,20191022,19970410,3.11,0,0,82.97,23.94,1.41,69.45,64.55,7.69,0.88,55.92,34.91,1.8,1.39,25.79,24.05,0.22,0.36,0.28,0.26,0.55,0.21,16.21,14.83,11.31,25789,8549,4.99,-32.04,-16.38,0.76,1.22,0.7,2.5,0.176,7.7,0,0.45,5.21,4.77,28.85,2.28,6.75,0.87,2.12,0,571
300685,生物制药,2019Q3,20191022,20170802,1.47,0,0,10.06,8.62,0,14.32,7.61,1.41,0.15,1.4,0.18,2.2,4.24,4.12,0.4,1.29,0,1.29,1.09,1.09,0.92,3.33,1.34,0.59,9180,8545,61.1,13.54,32.84,12.21,78.37,25.52,0.24,0.75,5.86,0,2.88,2.26,0.91,85.68,12.63,90.32,31.21,26.39,0.65,541
300172,环境保护,2019Q3,20191022,20110201,5.22,0,0,24.32,14.3,0.64,38.59,14.19,1.21,6.94,6.93,2.08,5.37,1.96,6.33,4.32,1.18,0.2,1.22,1.05,1.02,0.67,6.78,-0.25,0.21,33997,9084,4.57,3.1,3.46,1.84,-103.36,4.15,0.97,0.2,2.74,0,0.38,1.3,-0.05,58.8,7.1,31.77,18.66,16.03,0.29,502
300357,生物制药,2019Q3,20191022,20140121,5.24,0,0,13.74,12.19,0.83,5.25,10.28,1.31,0.66,0.61,0.31,1.98,1.28,5,0.17,2.83,0.01,2.87,2.43,2.47,2.42,4.74,1.58,1.66,14676,16862,81.58,30.23,29.64,20.78,160.78,50.66,0.28,0.471,2.33,0,0.24,0.9,0.3,88.72,20.23,96.51,56.62,49.32,0.26,901
002181,出版业,2019Q3,20191022,20071116,11.61,0,0,44.92,40.55,0.09,9.54,26.24,1.62,7.31,2.67,1.2,1.9,13.4,4.92,3.16,1.06,0.49,1.05,1.04,1.05,0.75,12.5,-0.92,1.75,51177,7229,3.97,286.11,-14.37,1.57,-69.22,12.96,0.21,0.09,3.49,0,1.15,1.08,-0.08,90.27,2.58,35.77,21.59,21.29,0.02,2576
000059,石油加工,2019Q3,20191022,19970130,15.99,0,0,278.59,137.16,6.16,48.55,131.44,125.55,13.16,74.19,48.84,2.09,62.02,279.82,234.93,11.6,0.04,11.78,9.8,9.23,9.01,53.16,9.49,-29.77,69257,12042,7.02,-12.83,10.3,0.68,9.83,0.33,4.17,0.577,8.58,0,3.88,3.32,0.59,49.24,6.73,16.04,4.15,3.3,0.69,8298
600202,电气设备,2019Q3,20191022,19990603,3.83,0,0,19.79,6.57,0,66.81,13.98,4.28,0.38,11.2,4.29,5.6,0.78,7.06,5.43,0.42,0,0.42,0.4,0.4,0.33,0.63,-0.22,0.61,30558,8276,3.9,274.54,81.29,2.75,-81.39,2.56,0,0.105,1.71,0,0.2,0.16,-0.06,33.19,6.16,23.1,5.92,5.73,0.23,560
300354,电器仪表,2019Q3,20191022,20120920,1.38,0,0,4,3.59,0,10.24,2.49,1.15,0.17,0.31,0.84,0.6,1.04,0.98,0.37,0.06,0.01,0.06,0.05,0.05,0.02,1,-0.13,-0.31,14242,4137,4.96,114.44,17.5,4.62,-126.73,16.92,0.24,0.038,2.59,0,0.75,0.72,-0.09,89.76,1.48,62.02,6.41,5.43,0.14,509
002026,机械基件,2019Q3,20191022,20040727,4.2,0,0,30.88,25.52,0.08,17.08,19.84,6.48,1.07,4.88,5.91,4.36,12.52,10.95,8.16,1.21,0.2,1.28,1,1.03,0.84,7.69,1.03,0.34,23123,10521,5.25,-30.31,-10.73,0.82,20.43,1.91,1.55,0.244,6.07,0,2.98,1.83,0.24,82.65,4.02,25.48,11.02,9.37,0.63,3077
002233,水泥,2019Q3,20191022,20080516,11.92,0,0,105.31,91.34,0.08,13.19,44.55,28.58,6.38,12.3,6.31,0.48,37.34,44.32,29.29,14.27,1.78,14.01,10.54,10.53,8.85,35.94,7.5,0.91,58544,11501,12.79,-15.65,-2.02,1.45,17.68,2.99,6.35,0.883,7.66,0,3.13,3.01,0.63,86.74,11.53,33.91,32.19,23.77,0.05,3143
600550,电气设备,2019Q3,20191022,20010228,18.42,0,0,65.75,7.08,1.79,86.52,43.96,13.56,4.42,55.95,11.03,18.8,39.44,21.82,18.32,-1.08,0.07,-0.61,-0.76,-0.71,-1.4,-54.23,1.28,-6.69,106448,5941,1.88,63.89,-3.95,8.25,45.5,2.68,0,-0.039,0.38,0,2.14,-2.94,0.07,10.76,-10.09,16.02,-4.93,-3.27,1.06,4311
300452,化学制药,2019Q3,20191022,20150515,1.39,0,0,7.19,5.07,0.69,19.85,3.25,1.86,0.37,1.13,0.32,0.62,0.67,3.29,2.08,0.76,0.04,0.76,0.67,0.62,0.53,2.85,0.35,-0.15,10717,6839,10.4,23.96,5.65,4.17,60.99,6.44,1.27,0.447,3.65,0,0.48,2.05,0.25,70.55,12.26,36.69,23.04,18.93,0.13,792
000001,银行,2019Q3,20191022,19910403,194.06,0,0,37076.83,2880.73,0,92.23,0,105.87,45.73,0,0,0,808.16,1029.58,0,307.13,77.17,306.76,236.21,236.21,235.27,1152.93,844.8,-48.56,299958,27206,42.28,15.47,18.8,1.12,3.57,2.93,0.8,1.32,13.82,13.82,4.16,5.94,4.35,7.77,8.2,0,29.83,22.94,0,33529
601222,电器仪表,2019Q3,20191022,20110808,17.58,0,0,179.58,103.12,0.25,42.44,79.1,89.23,1.21,27.16,8.42,30.94,47.33,25.46,13.23,7.61,0.5,7.47,6.88,6.86,6.79,30.85,1.97,-5.4,51938,19901,10.27,6.03,-7.23,0.94,46.14,3.56,3.23,0.39,5.5,5.5,2.69,1.76,0.11,57.42,6.65,48.02,29.91,26.95,0.88,3886
002933,航空,2019Q3,20191022,20180828,1.17,0,0,15.84,14.81,-0.01,6.55,14.93,0.24,0.42,1.04,1.55,3.97,6.5,2.74,0.65,1.06,0.13,1.08,0.89,0.9,0.77,6.32,0.14,-6.8,20110,1851,7.03,0.32,10.54,3.01,308.49,16.3,1.22,0.765,12.62,0,5.53,5.39,0.12,93.5,6.06,76.22,38.76,32.79,0.17,258
002025,元器件,2019Q3,20191022,20040726,4.29,0,0,52.51,29.3,6.15,32.49,44.65,5.72,1.02,15.94,5.2,26.76,4.82,25.12,15.88,3.66,0.01,3.72,3.23,2.97,2.81,15.35,-4.4,-5.33,27879,8384,21.13,11.34,28.11,3.69,-24.58,4.3,0.57,0.691,6.83,0,1.12,3.58,-1.03,55.8,10.12,36.77,14.59,11.8,2.66,4317
002799,广告包装,2019Q3,20191022,20160608,1.5,0,0,13.66,5.82,0.55,53.34,7.59,2.8,0.29,6.63,0.86,3.12,1.48,8.42,7.08,0.61,0.05,0.61,0.55,0.45,0.42,2.51,0.76,0.27,10957,3765,7.3,177.35,130.23,5,38.09,3.46,0.17,0.298,3.88,0,0.99,1.67,0.51,42.61,7.67,15.93,7.22,5.31,0.17,910
000419,百货,2019Q3,20191022,19960816,5.44,0,0,50.29,28.24,2.75,38.37,23.25,10.6,2.7,16.54,3.21,0.28,4.17,25.28,19.65,1.99,0.35,2.08,1.61,1.38,1.29,10.91,-2.04,-0.91,25570,11823,5.18,25.61,-8.78,0.84,-11.68,0.94,3.52,0.255,5.2,0,0.77,2.01,-0.37,56.16,4.9,22.26,7.86,5.47,0,3071
002461,啤酒,2019Q3,20191022,20100818,22.13,0,0,121.67,84.53,0.52,30.1,60.23,31.45,23.78,25.26,5.34,0.12,44.36,34.88,18.74,5.54,0.01,5.54,4.67,4.54,3.51,16.08,8.67,0.74,33050,8837,6.19,43.4,5.47,1.84,17.9,4.45,1.37,0.205,3.82,0,2,0.73,0.39,69.47,5.38,46.28,15.89,13.03,0.99,4769
002421,软件服务,2019Q3,20191022,20100603,19.35,0,0,67.31,33.19,0.68,49.68,41.7,4.74,1.81,23.02,3.94,19.88,1.67,15.67,10.62,1.38,0.01,1.38,1.29,1.29,1.09,11.64,1.9,-0.55,101476,13184,4.54,-17.35,-12.28,2.01,35.06,4.25,0,0.067,1.72,0,0.09,0.6,0.1,49.31,3.88,32.25,8.83,8.22,0.3,2131
600050,电信运营,2019Q3,20191022,20021009,310.34,0,0,5705.75,1428.37,1796.62,43.48,874.49,3132.59,254.62,2143.83,28.45,257.66,801.15,2171.21,1574.01,118.33,16.03,122.3,97.51,43.16,39.69,356.42,767.71,-6.58,650727,12136,6.86,24.38,-1.18,1.23,2.28,0.81,0.91,0.139,4.6,0,2.58,1.15,2.47,25.03,3.02,27.51,5.45,1.99,4.88,246299
600987,纺织,2019Q3,20191022,20040809,10.81,0,0,68.6,45.83,5.31,25.45,45.7,19,1.22,16.45,12.94,2.72,0.56,50.43,39.64,6.87,0.31,6.88,5.72,4.98,4.56,31.03,5.27,0.49,22631,21458,13.52,10.11,-13.52,1.49,12.91,1.35,2.94,0.461,4.24,0,0.05,2.87,0.49,66.81,10.86,21.38,13.63,9.87,1.37,9455
002664,汽车配件,2019Q3,20191022,20120316,4,0,0,37.83,23.53,1.45,33.97,25.41,4.73,2.13,10.99,3.88,6.93,4.39,19.52,14.57,2.82,0,2.8,2.38,2.18,2.07,13.72,2.66,-0.24,19942,8470,12.64,9.74,-0.75,2.54,22.46,3.06,0.45,0.546,5.88,0,1.1,3.43,0.66,62.2,9.28,25.34,14.43,11.19,0.82,2971
300382,专用机械,2019Q3,20191022,20140129,5.65,0,0,18.99,9.97,0.21,46.41,14.07,2.73,0.57,8.57,5.89,3.93,0.96,5.71,3.33,1.1,0,1.05,0.85,0.89,0.86,2.77,0.71,1.37,7617,31524,17.94,6.01,40.34,3.22,44.95,5.63,3.33,0.157,1.77,0,0.17,0.49,0.13,52.5,8.92,41.73,19.18,15.56,0.23,852
002023,航空,2019Q3,20191022,20040721,7.57,0,0,70.4,35.51,4.41,43.29,18.46,32.75,3.17,10.09,3.81,6.68,18.85,5.63,3.39,0.5,0.18,0.5,0.33,0.5,0.11,6.21,1.19,-2.68,82111,7091,8.81,2.71,56.73,2.65,78.82,16.7,0,0.066,4.69,0,2.49,0.82,0.16,50.44,1.41,39.82,8.94,8.86,0.32,1551
002009,工程机械,2019Q3,20191022,20040629,3.71,0,0,60.42,20.26,2.24,62.76,40.07,7.68,4.53,36.36,11.08,16.02,8.16,22.44,18.14,0.77,0.04,0.83,0.64,0.72,0.45,7.61,-1.99,-4.41,33843,6170,5.16,-47.18,-10.52,1.53,-15.6,1.38,0.65,0.195,5.47,0,2.2,2.05,-0.54,33.53,3.58,19.13,3.42,3.23,0.7,2998
603360,化工原料,2019Q3,20191022,20170206,1.87,0,0,11.13,9.61,0,13.69,4.51,3.15,0.96,1.05,0.89,1.61,2.7,6.02,2.44,2.68,0.03,2.69,2.34,2.34,2.31,4.4,1.5,0.86,6703,11529,37.48,115.66,49.33,6.32,40.44,10.09,1.15,1.254,5.15,0,1.44,2.36,0.8,86.31,24.37,59.38,44.49,38.93,0.17,632
603970,其他商业,2019Q3,20191022,20171116,1.92,0,0,33.99,9.33,0.98,69.65,32.08,0.32,1.25,23.47,13.27,5.22,3.13,34.06,30.47,1.38,0.09,1.45,1.08,0.96,0.87,3.55,-5.04,-0.42,11768,5449,6.8,6.08,15.64,2.57,-4.75,0.7,1.59,0.501,4.86,0,1.63,1.85,-2.63,27.46,10.31,10.53,4.04,2.83,0.11,825
601101,煤炭开采,2019Q3,20191022,20100331,12,0,0,234.09,85.25,48.09,43.04,56.77,78.34,78.42,46.43,2.4,3.24,33.22,42.21,20.08,8.77,-0.01,9.94,7.65,6.02,4.92,26.67,16.36,-1.93,43786,10333,4.62,-33.87,-3.07,0.63,3.28,1.27,4.05,0.501,7.1,0,2.77,2.22,1.36,36.42,7.06,52.42,20.77,14.26,0.04,7102
300025,通信设备,2019Q3,20191022,20091030,4.29,0,0,19.53,7.64,0.02,60.78,15.09,0.38,0.03,11.55,2.53,10.54,0.32,7.54,6.29,0.04,-0.06,0.03,0.04,0.05,-0.02,2.95,0.2,-0.48,37505,8855,4.41,112.65,-21.79,2.79,106.95,2.83,0,0.011,1.78,0,0.07,0.69,0.05,39.12,0.6,16.55,0.54,0.61,0.33,3140
600366,电器仪表,2019Q3,20191022,20001030,9.89,0,0,57.24,42.57,0.7,24.4,34.21,11.53,1.25,13.76,7.88,5.49,1.47,13.47,11.05,0.59,0.34,0.59,0.44,0.47,0.24,29.22,0.95,-2.22,87619,7571,4.69,-28.21,-12.35,1.44,64.26,4.55,1.51,0.047,4.3,0,0.15,2.95,0.1,74.37,1.1,17.96,4.38,3.48,1.03,3418
600720,水泥,2019Q3,20191022,19960716,7.76,0,0,103.75,66.09,6.56,29.98,23.37,61.58,7.98,28.8,4.27,5.71,13.41,52.19,32.8,12.54,-0.05,13.16,11.16,10.42,9.17,39.55,19.25,2,54993,10579,12.21,88.98,20.9,1.36,4.65,1.72,2.44,1.342,8.51,0,1.73,5.1,2.48,63.7,15.76,37.15,24.03,19.96,0,5224
300059,证券,2019Q3,20191022,20100319,67.16,0,0,533.32,207.77,0,61.04,480.85,16.02,0.6,313.33,1.47,3.3,89.3,10.59,2.89,16.67,2.32,16.59,13.95,13.95,13.53,47.21,65.5,86.48,357930,13155,19.84,74.13,3.28,4.87,15.46,95.62,0.11,0.208,3.09,0,1.33,0.7,0.98,38.96,6.71,72.69,157.41,131.67,2.31,4325
002732,乳制品,2019Q3,20191022,20141205,1.57,0,0,13.74,9.92,0.21,26.26,3.55,8.22,0.28,3.11,1.25,0.92,3.19,10.92,7.05,1.29,0.01,1.29,1.14,1.11,1.1,4.5,1.57,0.35,16272,3982,8.28,70.95,13.11,3.3,20.85,3,0.46,0.703,6.3,0,2.03,2.86,1,72.21,11.15,35.4,11.78,10.13,0.02,1422
000812,广告包装,2019Q3,20191022,19980623,7.69,0,0,28.54,13.86,0.48,49.76,9.94,7.41,0.87,12.11,2.33,2.73,1.93,6.86,4.47,0.49,0.04,0.51,0.32,0.25,0.22,3.08,0.06,0.5,52680,10608,3.34,1.97,2.58,1.75,412,3.53,0,0.033,1.8,0,0.25,0.4,0.01,48.56,1.84,34.87,7.1,3.72,0.18,1616
300118,半导体,2019Q3,20191022,20100902,9.01,0,0,248.07,80.32,10.55,63.37,125.8,72.8,5.88,127.37,18.67,38.26,50.74,97.74,78.15,5.81,-0.04,9.28,7.85,7.83,5.41,22.14,21.16,3.87,32440,17995,28.04,271.13,42.87,1.75,6.64,1.44,0.36,0.89,8.91,0,5.63,2.46,2.35,32.38,9.75,20.04,5.95,8.02,5.19,6551
300755,其他商业,2019Q3,20191022,20190129,4.17,0,0,36.45,24.79,0.35,31.03,35.31,0.08,0,11.31,16.77,1.23,8.57,28.53,22.26,3.59,0,3.61,2.96,2.91,2.67,11.18,-3.28,5.4,17934,5796,12.8,46.53,37.72,3.71,-28.02,3.23,0.48,0.698,5.95,0,2.06,2.68,-0.79,68.02,11.74,21.97,12.58,10.2,0,596
300471,专用机械,2019Q3,20191022,20150611,3.65,0,0,18.76,12.05,0.33,33.98,7.44,7.52,0.32,6.21,2.89,2.14,6.73,3.05,2.14,0.03,0.02,0.04,0.01,0.03,-0.18,0.74,1.48,0.2,32013,5396,5.4,102.11,17.87,3.03,24.56,11.96,0,0.009,3.31,0,1.85,0.2,0.41,64.25,0.27,29.77,1.12,1.05,0.15,823
002401,软件服务,2019Q3,20191022,20100506,3.03,0,0,24.97,9.32,0.15,62.08,23.02,0.68,0.06,15.4,9.24,1.63,0.44,8.04,6.17,0.9,-0.04,0.91,0.78,0.73,0.65,5.24,-1.27,-1.74,20571,7317,8.14,4.26,11.53,3.62,-26.62,4.19,0.42,0.242,3.07,0,0.14,1.73,-0.42,37.31,7.88,23.31,11.14,9.13,0.25,819
600311,黄金,2019Q3,20191022,20010626,6.66,0,0,8.33,6.76,0,18.83,5.25,2.27,0.43,1.5,0.19,0,0.52,1.57,2.46,-0.44,0,-0.45,-0.45,-0.45,-0.45,-2.61,-1.32,-1.35,86553,6402,1.75,21.17,157.4,3.99,-13.84,11.65,0,-0.067,0.69,0.69,0.08,-0.39,-0.2,81.17,-6.59,-57.07,-28.27,-28.49,0,652
002234,农业综合,2019Q3,20191022,20080516,3.02,0,0,30.6,23.79,0.07,22.04,12.53,12.71,0.64,5.06,4.32,0.47,8.68,23.28,9.69,12.53,0.48,12.52,12.52,12.52,12.5,10.9,11.96,2.68,45192,3855,10.18,800.74,103.41,3.35,6.67,3.43,0,4.146,7.88,0,2.87,3.61,3.96,77.74,52.64,58.35,53.84,53.8,0.04,4592
300260,机械基件,2019Q3,20191022,20110906,2.02,0,0,20.65,7.57,0.08,62.97,13.17,4.78,0.69,11.65,6.67,3.86,3.11,9.95,7.29,0.56,0,0.56,0.48,0.48,0.45,2.25,1.05,0.12,8629,6126,7.55,44.13,21.26,3.29,23.72,2.5,0.75,0.25,3.75,0,1.54,1.11,0.52,36.65,6.33,26.77,5.63,4.82,0.29,1909
002541,钢加工,2019Q3,20191022,20110118,5.24,0,0,120.58,47.17,0,60.88,77.95,23.72,7.54,64.63,43.65,16.58,21.3,76.41,66.27,3.56,-0.05,4.12,3.38,3.38,2.74,19.72,5.31,-1.87,17942,14062,15.76,1.58,47.99,1.24,11.06,0.77,0.7,0.646,9.01,0,4.07,3.76,1.01,39.12,7.17,13.27,4.66,4.42,1.71,11053
002923,化学制药,2019Q3,20191023,20180105,1.85,0,0,13.15,9.12,0,30.65,7.95,3.03,0.5,3.07,2.25,1.28,3.23,10.19,2.79,1.14,0.07,1.14,0.99,0.99,0.81,3.97,1.57,0.65,19327,3105,5.59,21.92,35.78,3.66,21.22,3.28,2.23,0.532,4.92,0,1.74,2.14,0.85,69.35,10.81,72.58,11.23,9.67,0.81,1152
002694,塑料,2019Q3,20191023,20120816,5.97,0,0,27.1,9.81,1.05,59.93,12.74,7.09,2.45,15.74,3.38,4.33,2.16,11.49,9.13,0,0,0.01,-0.05,0.04,0.04,2.09,0.44,-0.38,33661,8922,2.85,-75.55,-10.14,1.83,43.75,1.66,0,0.007,1.75,1.75,0.36,0.35,0.07,36.21,0.43,20.54,-0.02,0.37,0.39,2094
000968,煤炭开采,2019Q3,20191023,20000622,9.68,0,0,82.17,43.49,0.88,46,39.01,31.75,0.71,20.42,3.96,15.02,9.76,14.65,8.39,6.09,0,6.09,5.05,5.06,4.98,20.64,4.46,2.46,25832,10045,9.68,5.9,3.34,2.14,20.92,6.37,0.51,0.523,4.5,0,1.01,2.13,0.46,52.93,11.64,42.73,41.56,34.55,0.23,2170
002706,电气设备,2019Q3,20191023,20140121,7.85,0,0,22.79,17.84,0,21.72,13.32,6.44,0.63,4.91,2.62,1.63,3.82,15.05,8.83,2.71,0.06,2.98,2.53,2.53,2.22,6.13,2.74,1.7,14574,33980,28.37,15.14,22.75,3.67,23.91,4.36,2.9,0.322,2.27,0,0.49,0.78,0.35,78.28,14.18,41.32,17.98,16.81,1.13,1973
600011,火力发电,2019Q3,20191023,20011206,156.98,0,47,4046.93,904.15,194.48,72.85,605.67,2391.08,138.45,1422.81,92.15,236.7,183.37,1272.32,1071.42,86.02,11.63,88.85,67.69,53.89,48.16,348.76,284.46,0.42,84315,51900,28.08,170.95,0.99,1.1,2.99,0.67,1.82,0.32,4.93,4.93,1.17,2.22,1.81,22.34,5.96,15.79,6.76,4.24,0.36,57970
002394,纺织,2019Q3,20191023,20100423,3.37,0,0,43.45,32.65,0.2,24.4,26.85,13.22,1.03,9.96,6.6,5.34,10.41,28.75,23,3.17,0.33,3.17,2.4,2.43,1.95,17.79,4.88,4.1,21140,8172,7.5,-3.2,-10.48,0.95,6.33,1.07,6.42,0.75,9.7,0,3.09,5.28,1.45,75.13,7.44,20,11.01,8.45,0.15,7572
603569,仓储物流,2019Q3,20191023,20160810,5.6,0,0,58.49,26.21,1.66,52.35,36.07,12.71,3.63,21.54,0.04,18.4,3.9,34.45,30.55,0.94,0.05,1.2,0.78,0.66,0.53,12.78,2.19,-4.07,15156,8216,8.33,-64.79,-8.29,2.36,25.91,1.65,1.39,0.118,4.3,4.3,0.7,2.28,0.39,44.81,2.53,11.33,2.71,1.92,0.13,1936
002033,旅游景点,2019Q3,20191023,20040825,5.49,0,0,28.31,25.36,1.42,5.39,12.23,8.69,0.83,1.46,0.15,0.15,5.58,5.58,1.59,2.62,0.07,2.62,2.21,1.85,1.8,12.29,2.36,0.35,44942,6724,3.9,-8.94,-0.29,1.26,13.5,5.71,2.54,0.336,4.62,0,1.02,2.24,0.43,89.6,7.28,71.5,47.01,33.09,0,1689
600917,供气供热,2019Q3,20191023,20140930,15.56,0,0,88.48,41.22,4.02,48.87,25.15,41.17,3.04,23.56,0.89,2.25,10.1,51.22,44.48,3.7,0.36,3.83,3.26,3.11,2.9,12.5,5.95,1.02,37332,4596,3.24,9.84,16.33,2.67,18.47,2.14,1.11,0.2,2.65,0,0.65,0.8,0.38,46.58,7.54,13.16,7.23,6.07,0.01,4064
002700,供气供热,2019Q3,20191023,20120921,4.22,0,0,12.86,10.62,0.55,13.11,7.5,3.57,0.62,1.69,0.36,0.4,0.23,3.62,2.53,0.67,0,0.67,0.56,0.58,0.57,5.47,0.59,-0.06,31869,5203,3.52,25.18,41.25,2.69,48.17,7.9,0.43,0.136,2.52,0,0.05,1.29,0.14,82.64,5.42,30.02,18.37,15.9,0.02,550
002763,服饰,2019Q3,20191023,20150610,4.12,0,0,25.53,18.73,0.61,24.22,17.48,4.8,0.97,5.47,8.29,2.14,7.24,18.75,6.16,3.16,0,3.18,2.44,2.16,2.11,7.13,1.49,-0.02,17322,6637,5.62,20.25,11.37,1.86,23.35,1.86,4.91,0.56,4.55,0,1.76,1.73,0.36,73.38,11.55,67.14,16.87,11.54,0.1,7321
